"","QKEY","INTERVIEW_START_W84","INTERVIEW_END_W84","DEVICE_TYPE_W84","LANG_W84","FORM_W84","XATTEND_W84","XCATHOLIC_W84","SATIS_W84","POL1JB_W84","POL1JBSTR_W84","POL1JB_4_W84","JBCONF_PUBH_W84","JBCONF_FRGN_W84","JBCONF_ECON_W84","JBCONF_CRIM_W84","JBCONF_CLSR_W84","JBCONF_RACE_W84","JBCONF_IMMI_W84","BIDENDESC_MDL_W84","BIDENDESC_ORD_W84","BIDENDESC_MENT_W84","BIDENDESC_STND_W84","BIDENDESC_HON_W84","PRESGOODTRUMP_W84","TRUMPPROG_W84","INSTFAV_a_W84","INSTFAV_b_W84","REPPTYTRAIT_a_W84","REPPTYTRAIT_f_W84","REPPTYTRAIT_b_W84","REPPTYTRAIT_g_W84","DEMPTYTRAIT_a_W84","DEMPTYTRAIT_f_W84","DEMPTYTRAIT_b_W84","DEMPTYTRAIT_g_W84","COVIDSPIR_W84","PPLFAV_a_W84","PPLFAV_b_W84","PPLFAV_c_W84","CAND_b_W84","CAND_d_W84","CAND_g_W84","BIDENRELIG_W84","HARRISRELIG_W84","BIDRELTLK_W84","JAN6LE_IMP_W84","JAN6LE_CONF_W84","JAN6PEN_A_W84","JAN6PEN_B_W84","JAN6ATTN_W84","IMPEACHACT2_W84","ATTENDMONTH_W84","ATTENDONLINE_W84","COVIDCONG2_W84","COVIDCONG3_W84","COVIDCONG4_W84","CONGRESTRICT1_a_W84","CONGRESTRICT1_b_W84","CONGRESTRICT1_c_W84","CONGRESTRICT1_d_W84","CONGRESTRICT1_e_W84","CONGRESTRICT2_a_W84","CONGRESTRICT2_b_W84","CONGRESTRICT2_c_W84","CONGRESTRICT2_d_W84","CONGRESTRICT2_e_W84","ATTENDCONF_W84","SERMONISSUE_h_W84","SERMONISSUE_i_W84","SERMONISSUE_j_W84","SERMONISSUE_k_W84","ESTR21_W84","ESTRTYP_W84","THERMTRUMP_W84","THERMBIDEN_W84","VLNTEXTR2_ISL_W84","VLNTEXTR2_CHR_W84","VLNTEXTR2_LEFT_W84","VLNTEXTR2_RGHT_W84","ECON1_W84","ECON1B_W84","COVID_ASSIST21_W84","COVIDLEG21A_W84","BIDEN_GOODFAITHC_W84","REPS_GOODFAITHC_W84","COVID_LIFEN_W84","COVID_JOBSN_W84","DISCRRIM_a_W84","DISCRRIM_b_W84","DISCRRIM_c_W84","DISCRRIM_j_W84","DISCRRIM_d_W84","DISCRRIM_e_W84","DISCRRIM_i_W84","DISCRRIM_f_W84","DISCRRIM_g_W84","DISCRRIM_h_W84","VTCHNGRULES_W84","VTEFFORT_W84","PARTY_W84","PARTYLN_W84","PARTYSTR_W84","REPPTYACC_a_W84","REPPTYACC_b_W84","REPPTYACC_c_W84","REPPTYACC_d_W84","DEMPTYACC_a_W84","DEMPTYACC_b_W84","DEMPTYACC_d_W84","COMMIF_a_W84","COMMIF_b_W84","COMMIF_c_W84","COMMIF_d_W84","BIDENCM_W84","CHRNATa_W84","CHRNATb_W84","CHRNATc_W84","CHRNATd_W84","CHRNATe_W84","CHRNATf_W84","CHRNATg_W84","RELRTHRD_W84","RELLTHRD_W84","RELRTAG_W84","RELLTAG_W84","QANON_KNOW_W84","QANON_FAV_W84","F_METRO","F_CREGION","F_CDIVISION","F_AGECAT","F_GENDER","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_HISP_ORIGIN","F_YEARSINUS","F_RACECMB","F_RACETHNMOD","F_CITIZEN","F_BIRTHPLACE2","F_MARITAL","F_RELIG","F_BORN","F_RELIGCAT1","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_PARTYSUMIDEO_FINAL","F_INC_SDT1","F_REG","F_IDEO","F_INTFREQ","F_VOLSUM","F_INC_TIER2","WEIGHT_W84","WEIGHT_W70_W84","WEIGHT_W80_W84","attend"
"4050",201801124553,2021-03-02 15:53:03,2021-03-02 16:08:16,2,1,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,4,NA,1,3,4,NA,3,3,2,NA,1,4,4,3,3,3,2,2,2,4,2,8,1,1,3,NA,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,80,20,NA,NA,1,1,3,3,2,NA,2,99,3,4,2,2,2,3,NA,NA,NA,3,2,2,NA,1,4,1,NA,NA,NA,2,3,NA,NA,NA,2,1,1,1,2,2,9,9,1,2,1,9,2,3,9,NA,NA,NA,1,2,3,4,1,1,6,2,NA,1,1,1,1,1,6,2,2,2,1,4,1,1,2,3,1,3,2,1,2,0.22257425406997,0.266025696847759,NA,"In-person only"
"4051",201801124632,2021-03-04 11:15:13,2021-03-04 11:22:13,2,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,4,2,NA,4,4,3,NA,2,2,2,3,2,4,3,4,1,2,2,9,3,1,3,NA,1,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,100,NA,NA,2,1,3,3,1,NA,1,2,3,3,1,3,3,1,NA,NA,NA,2,1,3,NA,1,2,NA,1,NA,NA,NA,NA,2,NA,2,1,1,1,1,1,2,2,1,1,2,9,2,3,3,NA,NA,NA,NA,1,2,3,2,2,2,4,2,NA,1,1,1,1,1,1,2,2,2,5,2,NA,2,4,2,1,4,1,2,1,0.676927094543931,0.796518457433275,NA,"Neither"
"4052",201801124810,2021-03-02 14:50:33,2021-03-02 15:03:50,2,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,4,NA,1,2,3,NA,3,2,1,NA,1,4,4,3,3,4,2,3,2,4,2,9,1,1,2,NA,3,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,75,1,NA,NA,1,2,3,1,2,NA,2,1,3,4,2,2,2,2,NA,NA,NA,2,2,2,NA,1,1,NA,2,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,9,2,9,1,9,9,2,1,3,2,NA,NA,NA,1,2,3,4,1,1,5,2,NA,1,1,1,1,1,1,1,2,1,4,1,NA,1,1,99,1,2,2,1,99,0.337561616395091,0.400525932422741,0.591380184535387,"Neither"
"4053",201801124869,2021-03-06 13:54:50,2021-03-06 14:08:23,1,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,3,NA,1,2,2,NA,3,3,3,NA,3,3,3,3,1,3,8,3,3,3,9,9,2,2,2,NA,3,3,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,65,65,NA,NA,2,2,3,3,2,NA,2,2,3,3,2,2,2,2,NA,NA,NA,2,2,2,NA,2,2,NA,2,NA,NA,NA,NA,2,NA,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,9,9,NA,NA,1,2,3,3,2,1,5,2,NA,1,1,1,1,1,1,2,2,2,2,2,NA,2,3,8,1,3,2,1,2,0.727710967610006,NA,NA,"Both"
"4054",201801124941,2021-03-02 14:22:21,2021-03-02 14:43:45,2,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,3,NA,1,2,3,NA,2,2,2,NA,3,3,3,3,2,3,3,2,2,3,9,9,2,2,3,NA,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,75,0,NA,NA,1,2,3,2,2,NA,2,1,2,2,2,2,1,2,NA,NA,NA,3,2,2,NA,1,1,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,9,2,2,2,2,3,NA,NA,1,3,7,2,2,2,3,2,NA,1,1,1,1,1,1,1,1,1,5,1,NA,1,2,9,1,3,2,2,3,1.7556760029253,1.7381882647609,NA,"Neither"
"4055",201801124980,2021-03-02 21:21:45,2021-03-02 21:35:33,1,1,1,2,2,2,NA,NA,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,2,NA,2,3,99,NA,2,2,3,NA,3,3,3,2,99,99,2,2,1,2,2,3,1,1,3,NA,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,70,50,99,99,NA,NA,3,3,2,1,NA,NA,4,4,1,2,2,2,1,2,3,NA,NA,NA,2,NA,1,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,9,9,2,9,2,NA,NA,NA,NA,4,NA,1,2,3,3,2,2,4,2,NA,1,1,1,1,1,1,1,1,1,4,1,NA,1,1,6,1,2,2,2,2,0.666096389455703,0.653008467493767,NA,"Neither"
"4056",201801125020,2021-03-02 13:55:30,2021-03-02 14:13:07,1,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,4,2,NA,4,3,3,NA,3,2,2,2,2,4,3,4,1,2,2,9,3,1,2,NA,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,3,NA,NA,NA,NA,2,2,0,85,NA,NA,1,1,2,1,1,NA,1,2,2,3,1,2,3,2,NA,NA,NA,3,2,4,NA,1,3,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,2,1,2,9,2,2,2,3,3,NA,NA,1,2,3,4,2,2,3,2,NA,1,1,1,1,1,1,1,2,1,2,3,2,2,3,9,1,3,2,2,3,0.793661249733059,0.866305449228666,NA,"Neither"
"4057",201801125107,2021-03-02 16:57:26,2021-03-02 17:15:00,2,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,NA,3,3,2,NA,3,3,2,NA,2,2,2,3,2,8,8,3,2,2,2,9,3,1,2,NA,3,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,95,NA,NA,3,3,3,3,1,NA,1,1,2,3,2,3,4,3,NA,NA,NA,3,3,4,NA,2,2,NA,2,NA,NA,NA,NA,3,NA,3,1,1,1,1,1,9,9,1,1,9,9,2,3,3,NA,NA,NA,NA,1,2,3,4,2,2,3,2,NA,1,1,1,1,1,6,2,2,2,4,2,NA,2,3,1,1,2,1,2,1,0.386624240433856,0.419496122114596,NA,"Neither"
"4058",201801125110,2021-03-04 20:06:46,2021-03-04 21:30:41,2,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,3,2,NA,4,4,4,NA,2,2,1,3,1,4,8,4,2,2,2,9,3,1,2,NA,3,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,100,NA,NA,2,1,3,1,1,NA,1,1,2,3,2,2,3,1,NA,NA,NA,3,2,4,NA,2,2,NA,2,NA,NA,NA,NA,2,NA,2,1,1,1,1,1,2,2,2,1,2,2,2,2,3,4,NA,NA,NA,1,2,3,3,2,2,3,2,NA,1,1,1,1,1,1,2,2,2,4,2,NA,2,4,7,1,4,2,2,2,0.844466441408623,NA,NA,"Neither"
"4059",201801125137,2021-03-02 19:57:03,2021-03-02 20:05:00,2,1,1,2,2,2,NA,NA,2,2,2,3,3,2,3,2,NA,NA,NA,NA,NA,4,NA,3,2,3,NA,4,2,3,NA,2,2,3,3,3,3,3,3,3,9,9,3,1,3,2,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,25,75,2,2,NA,NA,4,1,1,3,NA,NA,3,3,1,1,4,2,1,1,4,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,9,9,9,9,2,9,2,NA,NA,NA,NA,2,2,1,2,3,2,1,2,3,2,NA,1,2,2,1,1,6,1,1,1,5,4,2,2,4,3,1,4,1,2,2,1.50742241568618,1.53633074514547,1.89731120472378,"Neither"
"4060",201801125163,2021-03-03 13:38:54,2021-03-03 13:57:45,1,1,1,2,1,1,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,2,NA,2,3,1,NA,2,2,4,NA,4,4,3,3,3,2,2,2,99,2,9,99,2,2,99,NA,99,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,81,33,1,3,NA,NA,3,99,2,1,NA,NA,99,99,2,2,2,2,2,2,2,NA,NA,NA,1,NA,3,1,NA,2,4,NA,NA,NA,NA,NA,99,99,99,99,2,2,2,9,1,2,1,2,NA,NA,NA,NA,3,99,1,2,3,4,1,2,3,2,NA,1,1,1,1,1,5,2,2,2,5,3,1,1,1,1,1,2,NA,1,1,0.615604759846683,0.520505812705491,0.310911552820362,"Neither"
"4061",201801125187,2021-03-02 14:09:28,2021-03-02 14:17:25,2,1,1,2,1,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,2,3,3,NA,2,1,1,NA,4,4,4,2,3,2,2,2,2,9,9,1,3,3,1,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,100,0,1,1,NA,NA,3,2,2,1,NA,NA,2,3,2,2,3,2,1,2,3,NA,NA,NA,1,NA,1,NA,2,4,4,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,9,9,2,9,2,NA,NA,NA,NA,4,NA,1,2,3,3,2,3,2,2,NA,1,1,1,1,1,6,2,2,2,6,1,NA,1,1,4,1,2,2,2,2,1.4499480025904,1.31106757575912,0.710893906002356,"Neither"
"4062",201801125260,2021-03-02 13:29:28,2021-03-02 13:35:51,2,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,NA,4,4,2,NA,1,4,4,NA,4,2,1,4,2,4,3,4,2,3,2,9,3,1,2,NA,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,75,NA,NA,2,1,3,1,1,NA,1,2,3,4,1,2,4,2,NA,NA,NA,2,1,3,NA,2,2,NA,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,4,3,NA,NA,1,2,3,2,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,5,2,NA,2,4,9,1,4,1,2,3,0.569346030194043,0.564131458636857,NA,"Neither"
"4063",201801125269,2021-03-02 14:41:05,2021-03-02 14:55:33,1,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,4,1,NA,4,4,4,NA,2,1,1,3,2,3,3,4,1,2,2,1,3,1,2,NA,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,99,NA,NA,2,1,3,1,1,NA,1,2,3,3,1,1,4,1,NA,NA,NA,2,1,3,NA,2,2,NA,1,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,2,3,9,NA,NA,1,2,3,4,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,4,2,NA,2,4,1,1,4,2,2,1,0.734055624700989,0.716225604156397,NA,"Neither"
"4064",201801125563,2021-03-02 17:56:36,2021-03-03 08:36:04,2,1,1,2,1,2,NA,NA,3,3,4,4,3,3,2,4,NA,NA,NA,NA,NA,2,NA,2,3,1,NA,3,2,1,NA,3,3,3,1,3,8,3,2,2,9,9,3,1,3,2,NA,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,75,25,1,2,NA,NA,4,1,1,3,NA,NA,2,3,2,2,4,2,2,2,4,NA,NA,NA,2,NA,1,NA,2,3,4,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,2,2,2,2,2,NA,NA,NA,NA,4,NA,1,2,3,2,2,2,4,2,NA,1,1,1,1,1,3,2,2,2,5,1,NA,1,2,4,3,3,2,2,2,1.69976310108604,1.58690624249593,NA,"Neither"
"4065",201801125653,2021-03-02 20:49:09,2021-03-02 21:08:50,2,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,1,2,3,NA,2,2,2,NA,1,4,4,3,3,3,8,2,3,4,2,8,2,4,NA,NA,2,1,3,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,100,0,NA,NA,1,2,3,2,2,NA,2,1,1,4,2,3,1,3,NA,NA,NA,3,1,1,NA,1,4,1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,9,1,1,2,1,2,2,3,2,NA,NA,NA,1,2,3,3,2,2,3,2,NA,1,1,1,1,1,3,1,1,1,3,4,1,1,2,2,1,3,1,1,2,0.711093935200982,0.930362635437168,1.40611195083335,"Online only"
"4066",201801125679,2021-03-02 22:50:49,2021-03-02 22:58:37,3,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,3,NA,1,3,4,NA,3,2,1,NA,1,4,3,1,3,3,2,4,3,3,2,9,1,1,1,NA,3,3,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,40,20,NA,NA,1,1,2,2,2,NA,1,1,3,4,2,2,2,2,NA,NA,NA,2,2,2,NA,1,4,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,9,2,1,2,2,4,NA,NA,1,2,3,2,1,1,6,2,NA,1,1,1,1,1,1,1,1,1,2,4,1,1,1,8,1,1,2,1,2,0.621240483336198,0.69622782127568,NA,"Both"
"4067",201801125691,2021-03-06 00:53:36,2021-03-06 01:02:56,2,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,NA,4,3,3,NA,3,3,3,NA,3,3,3,1,2,3,2,4,3,3,2,9,3,1,2,NA,2,3,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,10,40,NA,NA,2,1,3,3,1,NA,1,1,3,3,1,2,2,1,NA,NA,NA,2,1,2,NA,2,4,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,1,3,3,NA,NA,NA,1,2,3,2,1,1,5,2,NA,1,1,1,1,1,1,1,1,1,1,4,1,1,2,6,3,3,1,1,2,1.29498692408862,1.15427893786842,0.606204181444559,"Both"
"4068",201801125732,2021-03-05 06:04:39,2021-03-05 06:18:00,2,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,NA,4,3,2,NA,2,3,3,NA,3,2,2,3,2,3,8,3,2,2,2,1,3,2,3,NA,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,10,70,NA,NA,1,1,3,1,1,NA,1,2,4,4,2,2,3,2,NA,NA,NA,3,2,3,NA,2,2,NA,1,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,3,3,NA,NA,NA,1,2,3,1,1,1,5,2,NA,1,2,2,1,1,1,1,1,1,4,2,NA,2,4,3,1,4,1,2,2,1.62799528375877,1.67794211069683,NA,"Online only"
"4069",201801125755,2021-03-02 13:58:13,2021-03-02 14:11:36,1,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,3,2,NA,3,3,3,NA,2,2,2,3,2,3,3,4,1,2,2,9,3,1,2,NA,2,3,1,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,0,95,NA,NA,2,2,3,1,1,NA,1,2,2,3,1,1,2,1,NA,NA,NA,1,1,3,NA,2,3,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,2,1,2,1,2,2,2,3,3,NA,NA,1,2,3,4,2,1,6,2,NA,1,1,1,1,1,1,1,1,1,2,3,2,2,3,6,1,3,2,1,2,0.530688168577397,0.577524207192866,NA,"Online only"
"4070",201801125779,2021-03-04 11:10:03,2021-03-04 11:23:48,1,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,NA,1,3,4,NA,4,2,1,NA,1,4,4,3,4,3,2,3,4,4,2,9,2,3,4,NA,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,80,10,NA,NA,1,3,3,2,2,NA,2,1,3,4,2,2,1,1,NA,NA,NA,2,3,1,NA,1,4,1,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,9,9,2,1,9,9,2,1,3,2,NA,NA,NA,1,2,3,2,1,1,5,2,NA,1,1,1,1,1,1,1,1,1,4,4,1,1,1,9,1,2,1,2,3,0.598907887132651,0.550263087072487,NA,"Online only"
"4071",201801125784,2021-03-02 20:41:49,2021-03-02 21:04:37,1,1,1,2,2,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,2,NA,2,3,2,NA,2,2,3,NA,3,3,3,99,99,99,99,99,99,9,9,3,2,2,3,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,50,0,3,3,NA,NA,4,2,99,99,NA,NA,3,4,2,3,3,3,3,3,3,NA,NA,NA,2,NA,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,9,9,2,9,1,NA,NA,NA,NA,4,NA,1,2,3,4,2,3,2,2,NA,1,1,1,1,1,1,1,1,1,6,1,NA,1,2,3,3,3,2,2,2,4.775746366099,4.8255267281927,2.32558105498758,"Neither"
"4072",201801125812,2021-03-04 12:12:10,2021-03-04 12:29:37,2,1,1,1,2,1,NA,NA,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,5,NA,4,2,3,NA,3,3,2,NA,2,1,3,1,4,3,4,1,3,2,9,3,1,2,2,NA,3,1,2,1,1,3,2,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,2,2,2,2,1,5,100,3,1,NA,NA,2,2,1,1,NA,NA,2,2,2,1,2,2,2,1,4,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,2,2,9,1,9,9,2,NA,NA,NA,NA,3,4,1,2,3,3,2,2,3,2,NA,1,1,1,1,1,1,1,2,1,3,2,NA,2,4,4,1,4,2,1,2,0.414380862563535,0.446815511346463,0.811892854430718,"Online only"
"4073",201801125924,2021-03-04 11:03:36,2021-03-04 11:10:52,1,1,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,NA,4,3,2,NA,3,3,3,NA,3,3,2,1,2,3,8,4,2,2,1,9,3,1,3,NA,3,2,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,10,60,NA,NA,2,1,2,1,2,NA,1,1,3,3,2,2,2,3,NA,NA,NA,3,1,2,NA,2,2,NA,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,2,2,1,2,2,2,3,3,NA,NA,NA,NA,1,2,3,1,1,1,5,2,NA,1,1,1,1,1,1,1,1,1,2,2,NA,2,4,9,1,4,2,1,3,0.610974681627757,0.53001792138157,NA,"Online only"
"4074",201801125972,2021-03-02 17:44:01,2021-03-02 17:56:58,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,3,2,NA,3,3,3,NA,2,2,2,3,1,3,3,4,2,2,2,9,3,1,2,NA,3,3,1,1,1,1,2,2,1,1,3,2,2,1,1,1,2,2,1,2,2,2,2,1,1,0,90,NA,NA,2,1,3,1,1,NA,1,1,3,3,1,2,3,2,NA,NA,NA,2,2,2,NA,2,3,2,NA,NA,NA,NA,NA,2,NA,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,3,NA,NA,1,2,3,4,1,1,6,2,NA,1,1,1,1,1,1,2,2,2,2,3,2,2,4,6,1,4,2,1,2,0.318200637168499,0.382307504472966,0.656870017624312,"Both"
"4075",201801126004,2021-03-07 16:20:01,2021-03-07 16:32:33,2,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,3,4,NA,1,3,4,NA,3,3,3,NA,4,4,4,3,1,2,2,1,1,1,1,1,2,2,2,NA,2,3,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,2,70,60,NA,NA,2,2,4,3,1,NA,1,2,4,4,3,3,1,3,NA,NA,NA,3,3,3,NA,2,1,NA,2,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,9,1,1,2,2,1,2,NA,NA,2,2,3,3,2,2,4,2,NA,1,1,1,1,1,1,1,2,1,3,1,NA,1,2,3,1,3,1,2,2,0.570922223674972,0.598052574484577,0.769822314322317,"Neither"
"4076",201801126040,2021-03-02 21:32:20,2021-03-02 22:07:32,1,1,2,2,1,2,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,1,1,2,NA,2,1,1,NA,2,2,2,1,2,2,2,1,1,2,2,99,3,1,2,NA,3,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,100,50,NA,NA,1,2,4,1,1,NA,1,2,2,2,3,3,4,3,NA,NA,NA,3,3,3,NA,2,1,NA,1,NA,NA,4,4,NA,NA,NA,2,1,1,1,1,1,9,2,1,2,1,9,2,2,1,3,NA,NA,1,2,3,4,2,3,2,2,NA,1,1,1,1,1,1,2,2,2,4,1,NA,1,1,1,1,2,2,2,1,2.13981795699921,2.12615028473078,1.07234170170034,"Online only"
"4077",201801126045,2021-03-02 14:19:22,2021-03-02 14:34:29,2,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,NA,4,4,2,NA,1,4,3,NA,2,2,2,3,1,3,3,4,2,3,2,1,3,1,1,NA,2,3,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,3,2,2,2,2,2,1,0,90,NA,NA,2,1,3,1,1,NA,1,2,3,4,1,1,3,2,NA,NA,NA,2,2,2,NA,2,3,2,NA,NA,NA,NA,NA,2,NA,2,2,1,1,1,2,2,2,2,2,2,2,2,1,3,3,NA,NA,NA,1,2,3,2,1,3,2,2,NA,1,1,1,1,1,1,2,2,2,2,3,2,2,3,1,1,3,2,2,1,3.69930212543681,3.68996796102796,1.6795907190213,"Online only"
"4078",201801126057,2021-03-02 20:02:21,2021-03-02 20:10:44,2,1,1,2,2,2,NA,NA,3,3,4,3,4,4,4,4,NA,NA,NA,NA,NA,2,NA,1,4,2,NA,2,1,4,NA,4,4,3,99,99,8,1,99,99,2,9,99,3,4,1,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,100,0,1,1,NA,NA,2,2,2,1,NA,NA,2,3,3,3,1,3,3,3,3,NA,NA,NA,2,NA,1,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9,1,2,1,2,NA,NA,NA,NA,3,3,1,2,3,3,2,2,3,2,NA,1,1,1,1,1,3,1,2,1,6,1,NA,1,1,6,1,2,1,1,2,0.488868620772886,0.584064294810865,NA,"Neither"
